"0","0"
"5000","5000"
"4383","0"
"886","0"
"2777","0"
"1915","0"
"2793","0"
"3335","0"
"386","0"
"492","0"
"1649","0"
"1","1"
"1421","1"
"2362","1"
"27","1"
"3690","1"
"59","1"
"2763","1"
"3926","1"
"540","1"
"3426","1"
"2","2"
"4172","2"
"736","2"
"211","2"
"368","2"
"2567","2"
"1429","2"
"782","2"
"1530","2"
"2862","2"
"3","3"
"123","3"
"4067","3"
"3135","3"
"3929","3"
"4802","3"
"4022","3"
"3058","3"
"3069","3"
"3167","3"
"4","4"
"1393","4"
"3456","4"
"11","4"
"3042","4"
"1229","4"
"2373","4"
"4421","4"
"4919","4"
"3784","4"
"5","5"
"3537","5"
"198","5"
"4324","5"
"3315","5"
"4370","5"
"1413","5"
"3526","5"
"1091","5"
"3980","5"
"6","6"
"4956","6"
"1873","6"
"1862","6"
"4170","6"
"1996","6"
"2281","6"
"2305","6"
"925","6"
"2084","6"
"7","7"
"1327","7"
"336","7"
"1505","7"
"846","7"
"1729","7"
"1313","7"
"857","7"
"1124","7"
"3895","7"
"8","8"
"4582","8"
"545","8"
"3814","8"
"3367","8"
"434","8"
"364","8"
"4043","8"
"3750","8"
"1087","8"
"9","9"
"1808","9"
"2276","9"
"2178","9"
"788","9"
"3584","9"
"403","9"
"2651","9"
"2754","9"
"2399","9"
"10","10"
"4932","10"
"60","10"
"4676","10"
"3368","10"
"2739","10"
"12","10"
"1226","10"
"3586","10"
"3094","10"
"11","11"
"2539","11"
"795","11"
"570","11"
"1434","11"
"378","11"
"2467","11"
"1601","11"
"97","11"
"2902","11"
"12","12"
"3317","12"
"492","12"
"1652","12"
"756","12"
"2301","12"
"280","12"
"4286","12"
"4441","12"
"3865","12"
"13","13"
"4689","13"
"3444","13"
"1619","13"
"3440","13"
"4729","13"
"3031","13"
"3117","13"
"3097","13"
"771","13"
"14","14"
"4481","14"
"675","14"
"709","14"
"3927","14"
"4567","14"
"2856","14"
"4497","14"
"2353","14"
"4586","14"
"15","15"
"1965","15"
"306","15"
"4683","15"
"1219","15"
"3624","15"
"1528","15"
"2871","15"
"732","15"
"3829","15"
"16","16"
"4503","16"
"19","16"
"3270","16"
"3368","16"
"4708","16"
"1715","16"
"1340","16"
"3149","16"
"2796","16"
"17","17"
"723","17"
"2618","17"
"2245","17"
"2846","17"
"3451","17"
"2921","17"
"3555","17"
"2379","17"
"2488","17"
"18","18"
"2764","18"
"3228","18"
"4841","18"
"2350","18"
"193","18"
"1500","18"
"2034","18"
"124","18"
"4914","18"
"19","19"
"1987","19"
"856","19"
"3743","19"
"1491","19"
"2227","19"
"3365","19"
"4859","19"
"1936","19"
"1432","19"
"20","20"
"2551","20"
"1437","20"
"4228","20"
"3275","20"
"407","20"
"1474","20"
"1121","20"
"3858","20"
"4395","20"
"21","21"
"1029","21"
"1237","21"
"3235","21"
"3793","21"
"818","21"
"4428","21"
"1143","21"
"1011","21"
"928","21"
"22","22"
"4529","22"
"3776","22"
"2404","22"
"4443","22"
"763","22"
"4613","22"
"4538","22"
"3606","22"
"1840","22"
"23","23"
"2904","23"
"4818","23"
"128","23"
"688","23"
"2369","23"
"2917","23"
"4917","23"
"1996","23"
"3324","23"
"24","24"
"2743","24"
"4470","24"
"2183","24"
"3490","24"
"499","24"
"4772","24"
"1725","24"
"644","24"
"590","24"
"25","25"
"2505","25"
"3139","25"
"2954","25"
"4786","25"
"2669","25"
"3082","25"
"3542","25"
"3464","25"
"197","25"
"26","26"
"4507","26"
"4355","26"
"3804","26"
"1348","26"
"3611","26"
"3622","26"
"2828","26"
"4299","26"
"2343","26"
"27","27"
"746","27"
"568","27"
"4340","27"
"422","27"
"3311","27"
"3810","27"
"2605","27"
"1801","27"
"661","27"
"28","28"
"3730","28"
"4878","28"
"1305","28"
"4320","28"
"3736","28"
"4444","28"
"3626","28"
"3522","28"
"3465","28"
"29","29"
"1708","29"
"3416","29"
"3282","29"
"3258","29"
"2924","29"
"2637","29"
"2062","29"
"624","29"
"2600","29"
"30","30"
"2036","30"
"3452","30"
"1899","30"
"4379","30"
"550","30"
"2468","30"
"71","30"
"973","30"
"2131","30"
"31","31"
"3881","31"
"4930","31"
"3933","31"
"894","31"
"3660","31"
"163","31"
